"Lessives","Deodorants","EauDeToilette","ProdSoinCheveux","ProdSoinVisage","VernisOngleDissolv","NbPieceAvecProduitsChim","NettoyantDeSurface","AutreNettoyants","DesodoAreosolVaporisateur","DesodoAutreEnsens","InsecticideAerosol","InsecticidePoudreBlocGel","NettoySolAspiration","NettoySolBalaiSerp","NettoyAutreQueSol","CuissonFourTraditionnel","CuissonALeau","CuissonALaVapeur","CuissonParFriture","CuissonParGrillade","VoitureDansGarage","Fumeurs","SechageLingeDansLogement","UtiliseSecheLinge","NettASecVetements","PersExtPourMenage","TapisDescenteLitNeuf","NettASecTapisTissusmeuble","Plantes","Chiens","Chats","TraitementParasitesAnimaux","HamsterCochonLapin","InsecticideBlatteFourmie","SortirOrduresExterieur","OrduresDansPiece","EndroitStockageOrdures","Bricolage","Jardinage","ProtMatelSimple","ProtMatelImperm","ProtMatelAntiAcariens","outcome.Formldehyde","outcome.acetaldehyde","outcome.acroleine","outcome.hexaldehyde","outcome.benzene","outcome.1methoxy2propanol","outcome.trichloroethylene","outcome.toluene","outcome.tetrachloroethylene","outcome.styrene","outcome.2butoxyethanol","outcome.124trimethylbenzene","outcome.14dichlorobenzene","outcome.ndecane","outcome.Formldehyde.log","outcome.ac taldehyde.log","outcome.acroleine.log","outcome.hexaldehyde.log","outcome.benzene.log","outcome.1methoxy2propanol.log","outcome.trichloroethylene.log","outcome.toluene.log","outcome.t trachloroethylene.log","outcome.styrene.log","outcome.2butoxyethanol.log","outcome.124trimethylbenzene.log","outcome.14dichlorobenzene.log","outcome.ndecane.log"
3.5,14,14,0,8,0.5,0,0,0,3.5,0,1,0,3.5,1,0,3.5,3.5,3.5,3.5,0,"4","fum_1","SechLingInt_non","SechLingUtil_5","oui","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_1","Chien_oui","Chat_non","TttParAnimal_oui","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_oui","OrdureStock_meuble","Brico5","Jardin2","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",19.23,4.97,0.26,7.14,0.66,0.24,0.09,4.19,0.55,0.21,0.4,0.91,0.22,0,3.00716665117965,1.78674692740451,0.231111720963387,2.09679018001445,0.506817602368452,0.215111379616945,0.0861776962410524,1.6467336971778,0.438254930931155,0.19062035960865,0.336472236621213,0.647103242058539,0.198850858745165,0
7,14,14,14,7,1,0,1,1,3.5,3.5,0,0,3.5,3.5,1,3.5,3.5,0,3.5,0,"4","fum_4","SechLingInt_oui","SechLingUtil_1","non","AideMen_non","TapisNeuf_oui","NetSecTapis_non","plantes_3","Chien_non","Chat_non","TttParAnimal_non","HamLap_oui","InsectFourmi_non","OrdureSortie_3","OrdurePiece_oui","OrdureStock_meuble","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",13.82,4.43,0.57,6.16,0.61,0,0.24,2.54,0.41,0.28,0.38,4.38,0.94,2.26,2.69597761986794,1.69193913394584,0.451075619360217,1.96850998097255,0.476234178996372,0,0.215111379616945,1.26412672714568,0.343589704390077,0.246860077931526,0.322083499169113,1.68268837417369,0.662687973075237,1.18172719537862
3.5,7,0,0,0.5,0,0,3.5,0,3.5,0,0,0,3.5,3.5,1,7,3.5,0,3.5,0,"4","fum_1","SechLingInt_oui","SechLingUtil_5","non","AideMen_oui","TapisNeuf_non","NetSecTapis_non","plantes_1","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_non","OrdureStock_poubcouv","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",11.58,4.33,0.52,2.31,0.86,0.24,0.19,3,0.18,0.19,0.52,0.61,1.53,0.55,2.53210825127229,1.67335123817775,0.418710334858185,1.19694818938897,0.62057648772511,0.215111379616945,0.173953307123438,1.38629436111989,0.165514438477573,0.173953307123438,0.418710334858185,0.476234178996372,0.928219302739429,0.438254930931155
7,10.5,7,0,7,0,1,7,0,0,14,0,0,3.5,3.5,0,3.5,7,7,3.5,0,"4","fum_1","SechLingInt_non","SechLingUtil_2","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_1","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_meuble","Brico2","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",23.99,6.68,0.39,2.37,0.79,0.25,0.24,4.34,0.09,0.17,0.63,0.83,0.66,1.1,3.21847574484686,2.03861954715958,0.3293037471426,1.21491274436427,0.582215619852664,0.22314355131421,0.215111379616945,1.6752256529721,0.0861776962410524,0.157003748809665,0.488580014818671,0.60431596685333,0.506817602368452,0.741937344729377
3.5,7,8,0,14,0,1,0,7,0,14,0,0,3.5,1,0,0,3.5,3.5,1,1,"4","fum_2","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_1","Chien_oui","Chat_oui","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_oui","OrdureStock_poubcouv","Brico4","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",9.71,7.38,0.52,2.04,5.47,0.24,0.09,51.21,0.09,0.26,0.5,6.6,1.36,2.21,2.37117788445966,2.12584791449399,0.418710334858185,1.11185751541813,1.86717610851281,0.215111379616945,0.0861776962410524,3.95527404742246,0.0861776962410524,0.231111720963387,0.405465108108164,2.02814824729229,0.858661619037519,1.16627093714192
3.5,14,15,7,7,3.5,1,3.5,3.5,3.5,14,1,0,0,7,0,3.5,1,0,1,0,"1","fum_1","SechLingInt_oui","SechLingUtil_2","oui","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_non","Chat_oui","TttParAnimal_oui","HamLap_oui","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poub","Brico4","Jardin1","HousseMat_oui","HousseMatImper_oui","HousseMatAntiAc_oui",12.31,4,0.3,1.42,1.93,1.53,0.09,12.38,0.88,0.5,0.88,1.91,0.52,1.58,2.58851563240702,1.6094379124341,0.262364264467491,0.883767540168595,1.07500242302898,0.928219302739429,0.0861776962410524,2.59376105470008,0.631271776841858,0.405465108108164,0.631271776841858,1.0681530811834,0.418710334858185,0.947789398933526
7,17.5,21,10.5,14.5,0,0,3.5,0,3.5,3.5,0,14,7,7,1,3.5,3.5,3.5,0,3.5,"1","fum_2","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_3","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_oui","OrdureStock_meuble","Brico2","Jardin2","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",27.72,8.58,0.43,3.1,0.5,0,0.09,15.18,0.09,0.39,0.16,0,804.81,0,3.35759374418002,2.25967759198277,0.357674444271816,1.41098697371026,0.405465108108164,0,0.0861776962410524,2.78377591163035,0.0861776962410524,0.3293037471426,0.148420005118273,0,6.69184798270754,0
3.5,14,14,4.5,7,0,1,0,0,7,14,0,0,1,1,0,1,3.5,3.5,3.5,3.5,"1","fum_3","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_oui","NetSecTapis_non","plantes_3","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_oui","OrdureSortie_3","OrdurePiece_oui","OrdureStock_poub","Brico2","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",38.04,7.74,0.92,2.77,1.03,0,0.21,7.46,0.09,0.26,0.16,1.76,0.96,1.22,3.66458676154489,2.16791018966744,0.65232518603969,1.32707500145992,0.708035793053696,0,0.19062035960865,2.13534917361813,0.0861776962410524,0.231111720963387,0.148420005118273,1.01523067972906,0.672944473242426,0.797507195884188
3.5,7,7,8,14.5,0.5,2,3.5,3.5,3.5,14,0,0,3.5,1,3.5,3.5,0,7,1,3.5,"4","fum_3","SechLingInt_non","SechLingUtil_5","oui","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_1","Chien_oui","Chat_oui","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_meuble","Brico5","Jardin4","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",9.2,4.93,0.48,0.89,0.51,0,0.09,0.65,0,0.1,0.15,0.42,0.22,0.46,2.32238772029023,1.78002421300963,0.392042087776024,0.636576829071551,0.412109650826833,0,0.0861776962410524,0.500775287912489,0,0.0953101798043249,0.139761942375159,0.350656871613169,0.198850858745165,0.378436435720245
7,14,14,10.5,14,7,2,1,3.5,0,3.5,0,14,3.5,3.5,0,3.5,3.5,3.5,0,0,"4","fum_4","SechLingInt_non","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_oui","OrdureSortie_3","OrdurePiece_oui","OrdureStock_poubcouv","Brico2","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",9.55,9.5,0.3,2.93,0.36,0.24,0.09,3.22,0.09,0.14,0.15,0.49,0.47,0.45,2.35612585992208,2.35137525716348,0.262364264467491,1.36863942588117,0.307484699747961,0.215111379616945,0.0861776962410524,1.43983512804792,0.0861776962410524,0.131028262406404,0.139761942375159,0.398776119957368,0.385262400790645,0.371563556432483
3.5,14,14,7.5,14,2,0,1,7,7,14,0,0,7,7,7,3.5,3.5,7,0,0,"4","fum_1","SechLingInt_oui","SechLingUtil_5","oui","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_oui","Chat_oui","TttParAnimal_oui","HamLap_oui","InsectFourmi_non","OrdureSortie_3","OrdurePiece_oui","OrdureStock_poubcouv","Brico2","Jardin3","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",5.64,3.08,0.07,0.99,0.44,0.25,0,0.72,0.09,0.12,0.16,0.66,0.39,1.65,1.89311196348834,1.40609698841607,0.0676586484738149,0.688134638736401,0.364643113587909,0.22314355131421,0,0.542324290825362,0.0861776962410524,0.113328685307003,0.148420005118273,0.506817602368452,0.3293037471426,0.974559639998131
3.5,7,7,4,10.5,1,1,1,1,7,7,14,14,3.5,3.5,0,3.5,3.5,1,0,1,"4","fum_1","SechLingInt_oui","SechLingUtil_5","non","AideMen_oui","TapisNeuf_non","NetSecTapis_non","plantes_4","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_oui","OrdureSortie_2","OrdurePiece_oui","OrdureStock_meuble","Brico2","Jardin3","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",9.56,3.07,0.21,1.09,0.17,0,0,0.76,0,0.23,0,0.46,24.2,0.7,2.35707327827812,1.4036429994545,0.19062035960865,0.73716406597672,0.157003748809665,0,0,0.56531380905006,0,0.207014169384326,0,0.378436435720245,3.22684399451738,0.53062825106217
7,1,14,8,17.5,0.5,1,1,0,0,1,0,1,3.5,3.5,0,3.5,3.5,3.5,0,3.5,"1","fum_1","SechLingInt_oui","SechLingUtil_5","oui","AideMen_oui","TapisNeuf_non","NetSecTapis_oui","plantes_3","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_oui","OrdureSortie_2","OrdurePiece_oui","OrdureStock_meuble","Brico4","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",5.62,2.22,0.07,0.95,0.38,0.25,0.09,0.51,0.09,0.14,0,0.91,0.46,3.66,1.89009536994892,1.16938135955632,0.0676586484738149,0.667829372575655,0.322083499169113,0.22314355131421,0.0861776962410524,0.412109650826833,0.0861776962410524,0.131028262406404,0,0.647103242058539,0.378436435720245,1.53901544813755
7,21,21.5,10,15.5,0,0,3.5,0,0,14,0,0,3.5,7,1,0,3.5,3.5,3.5,3.5,"4","fum_3","SechLingInt_non","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_4","Chien_oui","Chat_oui","TttParAnimal_non","HamLap_non","InsectFourmi_oui","OrdureSortie_2","OrdurePiece_oui","OrdureStock_meuble","Brico5","Jardin5","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",10.55,24.48,0.56,8.47,0.5,0.9,0,1.63,0,0.12,0.85,0.76,0.95,1.05,2.4466854369678,3.23789383070396,0.444685821261446,2.24812890719799,0.405465108108164,0.641853886172395,0,0.966983846189673,0,0.113328685307003,0.615185639090233,0.56531380905006,0.667829372575655,0.717839793150317
3.5,7,4.5,3.5,3.5,0,3,1,3.5,1,1,0,0,1,3.5,1,0,0,0,3.5,3.5,"1","fum_1","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_oui","NetSecTapis_non","plantes_1","Chien_oui","Chat_oui","TttParAnimal_oui","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_oui","OrdureStock_poubcouv","Brico5","Jardin3","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",13.54,8.79,0.43,6.66,0.78,0.25,0.09,6.37,0,0.12,2.28,1.5,46.34,1.31,2.67690347210537,2.28136145654242,0.357674444271816,2.0360119837525,0.576613364303994,0.22314355131421,0.0861776962410524,1.99741770620125,0,0.113328685307003,1.18784342239605,0.916290731874155,3.85735560408584,0.837247524533702
1.5,0,7,0,0,0,1,3.5,0,0,14,0,0,3.5,3.5,0,0,1,1,1,0,"4","fum_1","SechLingInt_non","SechLingUtil_5","non","AideMen_non","TapisNeuf_oui","NetSecTapis_non","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poubcouv","Brico4","Jardin3","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",16.32,2.39,0.34,2.91,0.17,0,0,2.13,0.09,0.07,0,0.31,0.31,4.41,2.85186190313429,1.22082992139236,0.29266961396282,1.36353737399727,0.157003748809665,0,0,1.14103300455206,0.0861776962410524,0.0676586484738149,0,0.27002713721306,0.27002713721306,1.68824909285839
1.5,0,7,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"4","fum_1","SechLingInt_oui","SechLingUtil_5","non","AideMen_oui","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_oui","Chat_non","TttParAnimal_oui","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_meuble","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",7.27,3.22,0.26,1.99,0.17,0,0,0.74,0,0.04,0,0.47,0.36,0.63,2.1126345090356,1.43983512804792,0.231111720963387,1.0952733874026,0.157003748809665,0,0,0.553885113226438,0,0.0392207131532813,0,0.385262400790645,0.307484699747961,0.488580014818671
3.5,14,14,0,7,3.5,2,1,1,0,0,0,0,1,0,1,1,3.5,0,0,3.5,"4","fum_1","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_3","Chien_oui","Chat_oui","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_meuble","Brico4","Jardin4","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",12.9,6.88,0.36,1.78,0.69,2.18,0.54,4.37,0.09,0.19,0,1.17,1.51,0.92,2.63188884013665,2.06432790386979,0.307484699747961,1.02245092770255,0.524728528934982,1.15688119679209,0.431782416425538,1.68082790852077,0.0861776962410524,0.173953307123438,0,0.774727167552368,0.920282753143692,0.65232518603969
3.5,14,14,7,0,0,0,1,0,3.5,14,0,14,1,1,1,1,3.5,0,0,1,"4","fum_1","SechLingInt_oui","SechLingUtil_3","non","AideMen_non","TapisNeuf_oui","NetSecTapis_oui","plantes_3","Chien_oui","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_meuble","Brico3","Jardin4","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",30.03,11.53,0.87,17.86,0.18,3.03,0.5,2.8,0.24,0.33,2.62,0.72,99.18,1.04,3.43495447846029,2.52812576890798,0.625938430866495,2.93704327720531,0.165514438477573,1.39376637595859,0.405465108108164,1.33500106673234,0.215111379616945,0.285178942233662,1.28647402583768,0.542324290825362,4.60696856792947,0.712949807856125
0.5,0,7,0,7,0,1,1,0,0,0,0,0,3.5,1,0,0,1,0,1,3.5,"4","fum_1","SechLingInt_oui","SechLingUtil_4","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_3","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_oui","OrdureStock_poubcouv","Brico4","Jardin3","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",14.11,8.57,0.61,4.79,0.58,0.25,0,1.73,0.09,0.22,0.36,1.98,2.7,5.89,2.71535677628465,2.25863320546486,0.476234178996372,1.7561322915849,0.457424847038875,0.22314355131421,0,1.00430160919687,0.0861776962410524,0.198850858745165,0.307484699747961,1.09192330051731,1.30833281965018,1.93007108502557
0.5,1,4.5,3.5,7,0,1,3.5,1,0,14,0,0,3.5,3.5,1,3.5,1,1,0,3.5,"4","fum_1","SechLingInt_oui","SechLingUtil_5","non","AideMen_oui","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_oui","OrdureStock_meuble","Brico5","Jardin3","HousseMat_oui","HousseMatImper_oui","HousseMatAntiAc_oui",38.07,7.38,0.43,6.96,1.09,0.25,9.95,13.05,0.31,0.33,0.92,2.11,0.75,1.49,3.66535490906698,2.12584791449399,0.357674444271816,2.07442899985629,0.73716406597672,0.22314355131421,2.39333945626251,2.64262239577975,0.27002713721306,0.285178942233662,0.65232518603969,1.13462272619114,0.559615787935423,0.912282710476616
1.5,14,21,3.5,14,0.5,1,0,0,3.5,3.5,0,0,1,7,3.5,3.5,7,3.5,0,0,"4","fum_4","SechLingInt_oui","SechLingUtil_4","non","AideMen_non","TapisNeuf_oui","NetSecTapis_oui","plantes_1","Chien_oui","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poubcouv","Brico2","Jardin3","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",21.05,14.01,1.2,5.61,0.49,0,1.73,2.86,104.77,0.41,0.16,0.69,14.77,0.93,3.09331260189286,2.70871664564537,0.78845736036427,1.88858365386359,0.398776119957368,0,1.00430160919687,1.35066718347674,4.66126692533996,0.343589704390077,0.148420005118273,0.524728528934982,2.75810940097495,0.657520002916794
7,21,3.5,7,21,0,0,1,0,0,14,0,0,3.5,0,1,3.5,7,0,0,3.5,"4","fum_1","SechLingInt_non","SechLingUtil_2","non","AideMen_non","TapisNeuf_oui","NetSecTapis_non","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poubcouv","Brico3","Jardin2","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",14.03,6.94,0.61,3.42,0.46,0.57,0.09,1.94,0.09,0.23,2.57,0.68,1.12,0.38,2.71004820376488,2.07191327525904,0.476234178996372,1.48613969608961,0.378436435720245,0.451075619360217,0.0861776962410524,1.07840958135059,0.0861776962410524,0.207014169384326,1.27256559579155,0.518793793415168,0.751416088683921,0.322083499169113
1.5,7,7,1,7,0,1,0,3.5,0,1,0,0,1,7,0,3.5,3.5,1,1,1,"4","fum_3","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_4","Chien_non","Chat_oui","TttParAnimal_oui","HamLap_non","InsectFourmi_oui","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poubcouv","Brico3","Jardin3","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",17.37,31.06,1.49,5.16,3.44,0.55,0.09,8.58,0.09,0.43,0.4,1.66,0.61,1.28,2.91071889922703,3.46760914718141,0.912282710476616,1.81807677754543,1.49065437644413,0.438254930931155,0.0861776962410524,2.25967759198277,0.0861776962410524,0.357674444271816,0.336472236621213,0.978326122793608,0.476234178996372,0.824175442966349
3.5,14,14,10.5,7,0.5,0,1,0,0,14,0,0,1,3.5,1,3.5,3.5,0,1,3.5,"4","fum_2","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_oui","NetSecTapis_non","plantes_4","Chien_non","Chat_oui","TttParAnimal_oui","HamLap_oui","InsectFourmi_non","OrdureSortie_3","OrdurePiece_oui","OrdureStock_poubcouv","Brico2","Jardin2","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",12.45,4.38,0.35,3.44,0.46,0.25,0.09,1.21,0.21,0.14,0.16,0.41,0.45,0.35,2.59897910604785,1.68268837417369,0.300104592450338,1.49065437644413,0.378436435720245,0.22314355131421,0.0861776962410524,0.792992515529661,0.19062035960865,0.131028262406404,0.148420005118273,0.343589704390077,0.371563556432483,0.300104592450338
1.5,1,7,1,1,4,1,0,0,3.5,14,0,0,3.5,7,0,0,3.5,1,1,1,"4","fum_1","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_oui","OrdureSortie_2","OrdurePiece_oui","OrdureStock_meuble","Brico1","Jardin3","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",17.42,11.82,0.49,3.16,0.18,1.36,0.1,3.45,0.19,0.43,0,6.95,1.88,17.91,2.91343703082716,2.55100645149252,0.398776119957368,1.42551507427317,0.165514438477573,0.858661619037519,0.0953101798043249,1.49290409617815,0.173953307123438,0.357674444271816,0,2.07317192866624,1.05779029414785,2.93969088267037
3.5,17.5,17.5,10.5,7.5,1,0,3.5,3.5,3.5,14,0,0,7,3.5,0,3.5,3.5,3.5,3.5,0,"1","fum_2","SechLingInt_oui","SechLingUtil_5","oui","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_3","Chien_oui","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_meuble","Brico5","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",8.31,9.57,0.67,3.21,4.79,0.57,0.1,26.05,0.31,0.39,0.16,2.68,0.47,0.63,2.23108909128898,2.35801979988215,0.512823626428664,1.43746264769429,1.7561322915849,0.451075619360217,0.0953101798043249,3.29768700529249,0.27002713721306,0.3293037471426,0.148420005118273,1.30291275218084,0.385262400790645,0.488580014818671
3.5,21.5,21.5,4.5,14,1.5,1,1,0,1,3.5,0,0,3.5,7,1,3.5,3.5,3.5,3.5,1,"4","fum_4","SechLingInt_oui","SechLingUtil_3","non","AideMen_non","TapisNeuf_oui","NetSecTapis_non","plantes_2","Chien_oui","Chat_oui","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poubcouv","Brico5","Jardin3","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",4.62,2.83,0.3,1.31,0.53,0,0,0.68,0.08,0.1,0,2.22,0.31,7.84,1.7263316639056,1.34286480319255,0.262364264467491,0.837247524533702,0.425267735404344,0,0,0.518793793415168,0.0769610411361284,0.0953101798043249,0,1.16938135955632,0.27002713721306,2.17928687664955
3.5,28,8,1.5,14,11,1,1,0,0,0,0,0,3.5,1,1,1,3.5,1,0,1,"4","fum_1","SechLingInt_non","SechLingUtil_5","non","AideMen_oui","TapisNeuf_non","NetSecTapis_non","plantes_3","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_oui","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poubcouv","Brico1","Jardin2","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",7.16,3.79,0.3,2.32,0.5,1.04,0,0.75,0.09,0.12,0.15,0.45,0.4,0.92,2.09924416897602,1.56653041142282,0.262364264467491,1.1999647829284,0.405465108108164,0.712949807856125,0,0.559615787935423,0.0861776962410524,0.113328685307003,0.139761942375159,0.371563556432483,0.336472236621213,0.65232518603969
1.5,1,7,4,7,1,1,3.5,0,0,7,0,14,0,7,3.5,7,1,0,1,0,"4","fum_3","SechLingInt_non","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_4","Chien_oui","Chat_oui","TttParAnimal_non","HamLap_oui","InsectFourmi_non","OrdureSortie_1","OrdurePiece_oui","OrdureStock_autre","Brico1","Jardin3","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",1.27,1.13,0.13,0.57,0.64,0,0,0.64,0.08,0.12,0,1.13,0.38,3.6,0.819779831493311,0.756121979721334,0.122217632724249,0.451075619360217,0.494696241836107,0,0,0.494696241836107,0.0769610411361284,0.113328685307003,0,0.756121979721334,0.322083499169113,1.52605630349505
1.5,0,2.5,0,0,0,1,3.5,0,0,14,0,0,0,0,0,3.5,3.5,0,0,0,"4","fum_4","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_oui","Chat_oui","TttParAnimal_non","HamLap_non","InsectFourmi_oui","OrdureSortie_1","OrdurePiece_oui","OrdureStock_poub","Brico1","Jardin2","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",10.4,13,0.66,2.33,0.74,0,0.45,3.83,0.26,0.83,0,0.68,0.38,0.5,2.43361335540045,2.63905732961526,0.506817602368452,1.20297230399235,0.553885113226438,0,0.371563556432483,1.57484646766448,0.231111720963387,0.60431596685333,0,0.518793793415168,0.322083499169113,0.405465108108164
1.5,7,0.5,0,10.5,0,1,0,1,1,14,0,0,3.5,0,0,3.5,7,1,3.5,3.5,"2-3","fum_1","SechLingInt_oui","SechLingUtil_3","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_oui","Chat_oui","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_meuble","Brico3","Jardin2","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",6.85,3.46,0.26,2.71,0.17,0,0,0.8,0,0.14,0,0.8,0.25,1.18,2.06051353179432,1.49514876603197,0.231111720963387,1.31103187661934,0.157003748809665,0,0,0.587786664902119,0,0.131028262406404,0,0.587786664902119,0.22314355131421,0.779324876800997
0.5,14.5,14.5,0,8,3.5,0,0,0,0,7,0,0,0,1,0,1,3.5,3.5,1,1,"4","fum_2","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_non","Chat_oui","TttParAnimal_oui","HamLap_non","InsectFourmi_oui","OrdureSortie_2","OrdurePiece_oui","OrdureStock_meuble","Brico3","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",3.31,2.8,0.21,1.48,0.4,0,0.09,0.94,0.09,0.19,0.16,0.43,0.44,0.68,1.46093790411566,1.33500106673234,0.19062035960865,0.908258560176891,0.336472236621213,0,0.0861776962410524,0.662687973075237,0.0861776962410524,0.173953307123438,0.148420005118273,0.357674444271816,0.364643113587909,0.518793793415168
